email,timestamp,emotion,confidence,model_type,session_id
Tell,2025-05-02 21:33:24,neutral,0.7240007519721985,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:25,neutral,0.7049122452735901,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:26,neutral,0.774141788482666,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:26,neutral,0.7397878170013428,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:26,neutral,0.5745108127593994,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:27,neutral,0.6548047661781311,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:27,neutral,0.7859526872634888,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:28,neutral,0.743696928024292,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:28,neutral,0.7428024411201477,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:29,happy,0.4601089656352997,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:29,neutral,0.6706115007400513,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:29,neutral,0.5581794381141663,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:30,neutral,0.8905447125434875,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:30,neutral,0.7633863687515259,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:30,neutral,0.8935819864273071,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:31,angry,0.5853875875473022,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:31,neutral,0.7847834229469299,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:32,neutral,0.574431300163269,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:32,neutral,0.9007736444473267,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:32,neutral,0.8356937766075134,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:33,neutral,0.834989607334137,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:33,neutral,0.8797873258590698,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:34,neutral,0.8217567801475525,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:34,neutral,0.5744005441665649,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:34,neutral,0.7304580211639404,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:35,angry,0.7991542220115662,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:35,neutral,0.7080547213554382,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:36,neutral,0.7510218620300293,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:36,neutral,0.7258173227310181,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:37,neutral,0.4437877833843231,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:37,happy,0.7739396691322327,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:37,happy,0.7290396690368652,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:38,happy,0.7388661503791809,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:38,happy,0.4194284975528717,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:38,happy,0.7587466239929199,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:39,happy,0.5685226917266846,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:39,happy,0.7243093252182007,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:40,angry,0.9621732831001282,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:40,angry,0.9996232390403748,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:40,angry,1.0984495878219604,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:41,angry,1.0280617475509644,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:41,angry,1.0264091491699219,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:41,angry,0.7043200135231018,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:42,neutral,0.9355079531669617,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:42,neutral,0.889805257320404,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:43,neutral,0.8931567072868347,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Tell,2025-05-02 21:33:43,neutral,0.69537353515625,doctor-patient,31d376c7-5053-46f1-b01a-68bcde652586
Bob,2025-05-02 21:40:27,sad,0.42998790740966797,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:27,neutral,0.4835395812988281,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:27,sad,0.42655643820762634,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:27,sad,0.42655643820762634,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:27,neutral,0.6276033520698547,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:27,neutral,0.5863841772079468,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:27,neutral,0.6104399561882019,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:27,sad,0.5096787810325623,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:28,sad,0.5046560764312744,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:28,neutral,0.741739809513092,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:28,sad,0.529952347278595,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:28,neutral,0.6792991757392883,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:28,neutral,0.662879228591919,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:28,neutral,0.5633729100227356,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:28,neutral,0.5335210561752319,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:28,happy,0.4238754212856293,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:29,happy,0.532963216304779,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:29,happy,0.5107086896896362,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:29,happy,0.5074357986450195,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:29,happy,0.4036863148212433,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:29,sad,0.5346749424934387,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:29,sad,0.5388135313987732,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:29,sad,0.5292295813560486,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:29,sad,0.49170663952827454,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:30,sad,0.4041418731212616,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:30,sad,0.42666885256767273,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:30,happy,0.4543733596801758,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:30,happy,0.5774754285812378,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:30,sad,0.4695854187011719,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:30,sad,0.63552325963974,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:30,sad,0.535744309425354,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:30,sad,0.579452633857727,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:31,sad,0.6757335066795349,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:31,sad,0.5677222013473511,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:31,sad,0.4915613830089569,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:31,sad,0.5758569836616516,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:31,sad,0.6078155040740967,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:31,sad,0.6006630659103394,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:31,sad,0.5971768498420715,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:31,sad,0.58343106508255,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:32,sad,0.43761375546455383,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:32,angry,0.5279372930526733,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:32,happy,0.6375317573547363,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:32,happy,0.6550561189651489,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:32,happy,0.7583227753639221,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:32,happy,0.757305383682251,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:32,happy,0.8062714338302612,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:32,happy,0.7684873342514038,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:33,happy,0.7656674981117249,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:33,happy,0.6897764205932617,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:33,happy,0.6422936320304871,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:33,happy,0.6373504996299744,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:33,happy,0.6064729690551758,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:33,happy,0.6402232050895691,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:33,happy,0.42532193660736084,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:33,happy,0.45811372995376587,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:34,happy,0.5122799277305603,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:34,sad,0.4054263234138489,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:34,neutral,0.3869423568248749,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:34,neutral,0.20565195381641388,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:34,neutral,0.3604966104030609,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:34,neutral,0.41444501280784607,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:34,neutral,0.48531317710876465,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:34,neutral,0.5837126970291138,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:35,neutral,0.27809321880340576,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:35,neutral,0.34928786754608154,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:35,neutral,0.5585945248603821,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:35,neutral,0.5174981951713562,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:35,neutral,0.4614870846271515,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:35,neutral,0.3936771750450134,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:35,neutral,0.28496137261390686,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:35,neutral,0.3537730574607849,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:36,neutral,0.1687493771314621,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:36,fear,0.46529605984687805,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:36,neutral,0.17974330484867096,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:36,neutral,0.15924030542373657,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:36,neutral,0.16686564683914185,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:36,fear,0.5875418186187744,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:36,fear,0.6966570019721985,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:37,fear,0.4468541443347931,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:37,fear,0.4137880802154541,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:37,neutral,0.14470869302749634,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:37,fear,0.5427858829498291,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:37,fear,0.4532468616962433,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:37,fear,0.5172498822212219,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:37,fear,0.5172498822212219,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:37,fear,0.473842978477478,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:37,fear,0.538750410079956,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:38,fear,0.5167891383171082,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:38,fear,0.5324462056159973,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:38,fear,0.5103201270103455,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:38,fear,0.5377771854400635,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:38,fear,0.571186900138855,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:38,fear,0.5732662081718445,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:38,fear,0.6699113845825195,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:39,fear,0.7136300802230835,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:39,fear,0.6198486089706421,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:39,sad,0.506432831287384,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:39,happy,0.4081663191318512,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
Bob,2025-05-02 21:40:39,happy,0.7038305401802063,doctor-patient,8d86e661-8916-4407-86e6-12636397ab4f
